cod_autor|nome_completo
33428|Moss, M. S.
33429|Price, Robin
33430|Moraes, Neusa Fleury
33431|Knightbridge, A. A. H.
33432|Nicolaeff, Alex
33433|Tweedale, Geoffrey
33434|Mander, David
33435|Pontes, Cristina da Fonte
33436|Mcdonald, Leonard
33437|Smith, G. J.
33438|Silva, Altivo Aleixo da
33439|Martins, Roselene de Cássia Coelho
33440|Monteiro, Angelo Ferreira
33441|Oberlaender, Magaly
33442|Darigo, Franci Machado
33443|Barbará, Saulo
33444|Ferreira, Marina Baird
33445|Anjos, Margarida dos
33446|Capogrossi, Maria Lorena
33447|Cabral, Ximena
33448|Ibañez, Ileana
33449|Sarmento, Therezinha de Moraes
33450|Dohmann, Marcus
33451|Santos, Luis Frades
33452|Mena Mugica, Mayra
33453|Leite, Mauricio Lofiego
33454|Machado, Jairo Maurano
33455|Santos, J. M. de Carvalho
33456|Carvalho, Márcia
33457|Di Pace, Arnaldo
33458|Pereira, Carlos Eduardo
33459|Guerrini Jr., Irineu
33460|Lovisi, Daniel Menezes
33461|Costa, Fernando Morais da
33462|Vargas, Herom
33463|Carvalho, Ana Paes de
33464|Caamaño-dones, Josué
33465|Bolívar Fresneda, Jóse L.
33466|A. Piquera, José
33467|Zeuske, Michael
33468|García Martínez, Orlando F.
33469|Dias, Ivan
33470|Cazes, Henrique
33471|Silva, José Sergival da
33472|Oliveira, Jocy de
33473|Funes Manzote, Reinaldo
33474|Sanchez Cobos, Amparo
33475|Ribeiro, Janaína Faustino
33476|Souza, Almerício de
33477|Chaffim, Elizabeth
33478|Torres, Aline
33479|Fontes, Leonardo
33480|Mourelle, Rodrigo
33481|Mourelle, Thiago C.
33482|Dutra, Andréa
33483|Frejat, Roberto
33484|Werneck, Ronaldo
33485|Souza, Brenno Muniz de
33486|Dantas, Carolina Vianna
33487|Lopes, Antônio Herculano
33488|Barros, Maria Cândida Drumond Mendes
33489|Mota, Jaqueline
33490|Oliveira, Anderson
33491|Soares Netto, Porfirio
33492|Andrade, M. Moraes de
33493|Queler, Jefferson José
33494|Rolim, Tácito Thadeu Leite
33495|Kehl, Renato
33496|Revorêdo, Galeno de
33497|Meira, Rubião
33498|Monteiro, Eduardo
33499|Castelllucci Junior, Wellington
33500|Martin, Denis-Constant
33501|Saillant, Francine
33502|Arruda, Braz de Souza
33503|Santos, Joaquim da Silveira
33504|Branner, Suzan
33505|Lucas, Henrique W. Dolbeth
33506|Kloster, Maidie
33507|Siger, Virginia
33508|Tournebceuf, Patrick
33509|Aprobato Filho, Nelson
33510|Martim, Percy Alvin
33511|Vencatto, Rudy Nick
33512|Velho, Maria Eduarda
33513|Souza, Edino Cezar Franzio de
33514|Pinto, Oriana Piske de Azevedo Magalhães
33515|Folly, Leandro de Castro
33516|Favero, Celso Antonio
33517|Sabourin, Eric
33518|Schneider, Iara Elisa
33519|Klein, Jair
33520|D'agostini, Luiz Renato
33521|Manfroi, Odair José
33522|Nunes, Maria de Lourdes
33523|Dornelles, Denise Freitas
33524|Souza, Osmar Thomaz de
33525|Carona, Hieda Maria Pagliosa
33526|Souza, Cimone Rozendo de
33527|Dias, Janise Bruno
33528|Queiroga, Joel Leandro
33529|Felisbino, Riberti de Almeida
33530|Ramos, Rosana Guedes Cordeiro
33531|Prado, Hercules Antonio do
33532|Moraes, João Batista Ernesto de
33533|Almeida, Serafim Vieira de
33534|Lemos, Claudio de
33535|Costa, Luciana Ferreira da
33536|Ramalho, Francisca Arruda
33537|Eliel, Regiane Alcântara
33538|Breda, Sonia Maria
33539|Sorribas, Tidra Viana
33540|Freitas, Juliana Lazzarotto
33541|Santander Suárez, Mario Javier
33542|Doménech Carbó, María Teresa
33543|Valetín Rodrigo, Nieves
33544|Freire, Oscar
33545|Belmonte, Villar
33546|Mirandeira, A. D. de
33547|Freire, Hilario
33549|Gil Leiva, Isidoro
33550|Silvia, Patricia Maria
33551|Rodrigues, Márcia Carvalho
33552|Pancich, Renata de Filipps
33553|Azevedo, Marco Antonio de
33554|Ferreira, Sueli Mara Soares Pinto
33555|Bomfá, Cláudia Regina Ziliotto
33556|Mocellin, Elis Regina
33557|Trzeciak, Dorzeli Salete
33558|Freitas, Maria do Carmo Duarte
33559|Maimone, Giovana Deliberali
33560|Pavesi, Neiva
33561|Flores, Daniel
33562|Souza, Willian Eduardo Righini de
33563|Teixeira, Marcia de Oliveira
33564|Filipecki, Ana Teresa Pinto
33565|Hasenclever, Lia
33566|Aita, Tatiana Bocardo
33567|Fijihara, Ricardo Ken
33568|Mio, Lívio Batista de
33569|BANCO CENTRAL DO BRASIL
33570|Inbelloni, Andrina
33571|Bueno, Jayme Ferreira
33572|Gevaerd, Rosi Terezinha Ferrarini
33573|Sahr, Wolf-Dietrich
33574|Biagi, Orivaldo Leme
33575|Feldman, Sergio Alberto
33576|Ragusa, Helena
33577|Saes, Alexandre Macchione
33578|Carvalho, Aline Fonseca
33579|Mondardo, Marcos Leandro
33580|Silva, Marcio Antonio Both da
33581|Palazyan, Rosana
33582|Lima, Laura
33583|Kovach, Renato
33584|Horta, Anderson Braga
33585|Oliveira, Vera Lúcia de
33586|Mello, Marco Aurélio Mendes de Farias
33587|Grahl, Orival
33588|Martins, Alcides
33589|Almeida, Pedro Taques de
33590|Miranda, Alessandra de la Vega
33591|Búrigo, Andrea M. L. Pasold
33592|Gomes, Jerusa Vieira
33593|Pereira, Socorro
33594|Arruda, Ângela
33595|Sposito, Marilia Pontes
33596|Romanelli, Geraldo
33597|Tavares, Hermes Magalhães
33598|Pires, Elson L. S.
33599|Castro, Ramóm Peña
33600|Alves, Francisco
33601|Borba, Maria Madalena Zocoller
33602|Silva, A. C. de Souza e
33603|Leite Filho, Barreto
33604|Soares, Orris
33605|Dutra, Lia Correa Dutra
33606|Carrara, Eduardo
33607|Sales, Teresa
33608|Margolis, Maxine L.
33609|Soares, Weber
33610|Rodriguez Chaves, Ernesto
33611|Rua, João
33612|Dornelas, Sidnei Marco
33613|Scott, R. Parry
33614|Cunha, José Marcos Pinto da
33615|Sarti, Cynthia Andersen
33616|Malaquias, Ariovaldo
33617|Damiani, Amélia Luisa
33618|Martins, Maria de Fátima Almeida
33619|Costa, Maria Cecília Solheid
33620|Torresan, Angela
33621|Romano, Jorge O.
33622|Tommasino, Kimiye
33623|Ladeira, Maria Inês
33624|Ratts, Alesandro
33625|Aquino, Txai Terri Valle de
33626|Oliveira, José Aldemir
33627|Goulart, Robson
33628|Prencipe, Lorenzo
33629|Aranha, Valmir
33630|Andrade, José H. Fischel de
33631|Mármora, Lelio
33632|Binson, Wanderluce Pessoa
33633|Biaggi, Cristina
33634|Martes, Ana Cristina Braga
33635|Debiaggi, Sylvia Duarte Dantas
33636|Pereira, Nancy Cardoso
33637|Huber, Luiza
33638|Estrela, Ely Souza
33639|Ratts, Alecsandro J. P.
33640|Gonçalves Filho, José Moura
33641|Silva, José Roberval Freire da
33642|Cavignac, Julie A.
33643|Santana, Charles D'Almeida
33644|Bernardo, Teresinha
33645|Hugo, Graeme
33646|Monteiro, Joyce Anne Rodrigues
33647|Gledhill, John
33648|Correa, Roberto Alvim
33649|Bonassi, Margherita
33650|Borba, José Cesar
33651|Lage, Alfredo
33652|Ambrozio, Cláudio
33653|Silveira, Marcelus
33654|Carozzi, Maria Julia
33655|Villalón, Adriana
33656|Gonçalves, José Sidnei
33657|Rebello, E. de Castro
33658|Osman, Samira Adel
33659|Rodrigues, Herbert
33660|Miranda, Idenilza Moreira de
33661|Baeninger, Rosana
33662|Fusco, Wilson
33663|Costa, Maria Cristina Silva
33664|Lambert, Levindo
33665|Gomes, Sueli de Castro
33666|Sezyshta, Arivaldo
33667|Pessoa, Verônica
33668|Doria, João
33669|Oliveira, Maruza Bastos de
33670|Galvão, Claudio Augusto Pinto
33671|Zacarias, Mônica Costa de Oliveira
33672|Ramos, Duvitiliano
33673|Maia, Isaura Amélia de Sousa Rosado
33674|Guerra, Lucina Hermila
33675|Araújo, Humberto Hermenegildo de
33676|Pereira, Lenora Silveira
33677|Pereira, Luena Nascimento Nunes
33678|Ferreira, Francirocy Campos Barbosa
33679|Miranda, Mariza Santos
33680|Silva, Paulo Roberto Correia da
33681|Luedemann, Marta da Silveira
33682|Galizoni, Flávia Maria
33683|Assis, Thiago de Paula
33684|Espindola, Carlos José
33685|Ocada, Fábio Kazuo
33686|Silva, Flávia Elaine da
33687|Haddad, Fernanda M.
33688|Silva, Elaine Cristina Camilo da
33689|Vettorassi, Andréa
33690|Haba, Juan de la
33691|Santamaría, Enrique
33692|Rabinovich, Elaine Pereira
33693|Marques, Eliana de Azevedo
33694|Bezerra, Maria do Nascimento
33695|Baitz, Ricardo
33696|Venegeroles, Roberto
33697|Murad, Samira
33698|Vicente, Renato
33699|Buonfiglio, Leda Velloso
33700|Catalão, Igor
33701|Gurgel, Deífilo
33702|Lima, Ana Neuma Teixeira de
33703|Melo, Laélio Ferreira
33704|Abdala, Carmen Verônica Mendes
33705|Andrade, Vinícius Antônio de
33706|Aragão, Luciano Ximenes
33707|Kondo, Rogerio Toshiaki
33708|Lirani, Maria de Lourdes Rebucci
33709|Traina Jr., Caetano
33710|Meciel, Cláudio Schuller
33711|Macedo, Fernando Cézar
33712|Ribeiro, Hidelberto de Souza
33713|Abdalla, Eidi Raquel Franco
33714|Alvarez, Maria do Carmo Avamilano
33715|Silva, Carlos Freire da
33716|Barata, João Carlos Barata
33717|Goldman, Carla
33718|Xavier, Iara Rolnik
33719|Costa, Caio Túlio
33720|Frankfurt, Sandra Herszkowicz
33721|Souchaud, Sylvain
33722|Peres, Roberta Guimarães
33723|Amorim, Marina Alves
33724|Marques, Ana Claudia
33725|Palmeira, Moacir
33726|Pereira, Marcio Rodrigues
33727|Danuello, Jane Coelho
33728|Machado, Raymundo das Neves
33729|Meirelles, Rodrigo França
33730|Rosty, Cláudio Skôra
33731|Melo, Ronaldo Lopes de
33732|Lenk, Wolfgang
33733|Oliveira, Marcelo Rodrigues de
33734|Souza, Carlos Celestino Rios e
33735|Cesar, Willian Carmo
33736|Moreira, Luiz Guilherme Scaldaferri
33737|Monteiro, Lívia Nascimento
33738|Faria, Simone Cristina de
33739|Malvasio, Ney Paes Loureiro
33740|Viana, Alexandre
33741|Moura, Marcelo Lebarbenchon
33742|Correa Neto, Jonas de Moraes
33743|Groppo, Luís Antonio
33744|Pires, André
33745|Salgado, Ivone
33746|Godoi, Rodrigo Camargo de
33747|Berliner, Claudia
33748|Stahel, Monica
33749|Mea, Giuseppe
33750|José, Emiliano
33751|Miranda, Oldack de
33752|Valle, Maria Ribeiro do
33753|Martins, Roberto Ribeiro
33754|Carvalho, José Sérgio
33756|Fiamoncini, Rosina S. de Franceschi
33757|Lickfeld, Wieland
33758|Hoerhann, Rafael
33759|Teixeira, Maria Lúcia França
33760|Anschau, Queli Flach
33761|Heinrichs, Emilie
33762|Cipriani, Jader Rene
33763|Muller, Carlos Braga
33764|Lucena Filho, Jardelino de
33765|Tomasi, Luciana Paza
33766|Andrade, Edinara Terezinha de
33767|Batista, Lahra
33768|Hoffmann, Carmen
33769|Kraemer, Celso
33770|Jesus, Wilma Ferreira de
33771|Chaves, Patricia Rocha
33772|Lira, Elizeu Ribeiro
33773|Almeida, Juniele Rabêlo de
33774|Martins, Rafael Tadeu de Oliveira
33775|Matas, Vanessa C. S.
33776|Almeida, Alexandro de
33777|Cruz, Sabrina Uzêda da
33778|Lima, Lílian Martins de
33779|Pereira, Kenia Maria de Almeida
33780|Rosa, Amanda Marques
33781|Silva, Lilian Queiroz da
33782|Micheloto, Antonio Ricardo
33783|Rezende, Ana Flávia de Araújo
33784|Sanches, Nanci Patricia Lima
33785|Garaeis, Vitor Hugo
33786|Scotti, Zelinda Rosa
33787|Silva, Roberta Paula Gomes da
33788|Aguiar, Ramon Santana de
33789|Perini, Lígia Gomes
33790|Bruzadelli, Victor Creti
33791|Rios, Sebastião
33792|Oliveira, Roberto Camargos de
33793|Santos, Christiano Rangel dos
33794|Bessa, Karla Adriana Martins
33795|Ferreira, Christiane
33796|Souza, Daniel Nolasco de
33797|Teodoro, Leandro Alves
33798|Felipe, Cleber Vinicius do Amaral
33799|Pain, Rodrigo de Souza
33800|Arruda, Ivan
33801|Silva, Eliete Antonia da
33802|Santos, Renata Soares da Costa
33803|Marques, Leandro Maia
33804|Stutz, Beatriz Lemos
33805|Lucena, Carlos Alberto
33806|Souza, Cláudia Morais de
33807|Hollerbach, Joana D'arc Germano
33808|Pereira, Estevam, Padre
33809|Joshi, Chitra
33810|Campos, Angela
33811|Cavalcanti, Mariana
33812|Prochasson, Christophe
33813|Moura, Maria Madalena Arruda de
33814|Waldman, Thaís
33815|Bertol, Rachel
33816|Jorge, Vladimyr Lombarde
33817|Fonseca, Francisco
33818|Vogel, Luiz Henrique
33819|Busseto, Áureo
33820|Ribeiro, Ana Paula Goulart
33821|Hinerasky, Daniela Aline
33822|Name, Leonardo
33823|Veneu, Marcus Guedes
33824|Martins, Estevão C. de Rezende
33825|Pereira, Laurindo Mékie
33826|Pereira, Mateus Henrique de Faria
33827|Santos, Regma Maria dos
33828|Mathias, Carlos Kelmer
33829|Mendible Zurita, Alejandro
33830|Alves, Arlete Maria da Silva
33831|Souza, Israel Pereira Dias de
33832|Paula, Elder Andrade de
33833|Silva, Renata Rastrelo e
33834|Meira, Júlio Cesar
33835|Felix Júnior, Osvaldo Silva
33836|Marques, Welisson
33837|Calvo, Célia Rocha
33838|Sales, Telma Bessa
33839|Monteiro, Francisco Gleison da Costa
33840|Silva, Sônia Maria de Meneses
33841|Silva, Lúcia Helena Oliveira
33842|Alegro, Regina Célia
33843|Haupt, Georges
33844|Pereira, Antonio Celso Alves
33845|Chiodetto, Elder
33846|Barros, Orlando de
33847|Gussi, Alcides Fernando
33848|Almeida, Ivete Batista da Silva
33849|Bartholomei, Marly de Alencar Xavier
33850|Almeida, Rose Meire Mendes de
33851|Rodrigues, Ricardo Velez
33852|Medeiros, Marjorie de Carvalho F. de
33853|Lourenço, Leila
33854|Souza, Nelson Mello e
33855|Faver, Marcus
33856|Silva, Arídio
33857|Ribeiro, Araújo
33858|Rodrigues, Luiz
33859|Torres, Marcelo Douglas de Figueiredo
33860|Novais, Fernando A.
33861|Las Casas, Alexandre Luzzi
33862|Filgueiras, Joanna
33863|Depaula, Paulo
33864|Moraes, Margarete Farias de
33865|Nakagawa, Rosely
33866|Brandão, Ignácio de Loyola
33867|Ribeiro, Bianca Kwiatkowski
33868|Pereira, Maria José Lara de Bretas
33869|Fonseca, João Gabriel Marques
33870|Chiavenato, Idalberto
33871|Scala, Yuri Albuquerque
33872|Herkenhoff, Alfredo
33873|Ponso, Letícia Cao
33874|Catalina Fenoglio, Norma
33875|Gil Santamaría, Carlos Andrés
33876|Campos Gómez, Diego Andrés
33877|Lemos, Carmem Sílvia
33878|Stein, Marcos Nestor
33879|Sena Júnior, Carlos Zacarias de
33880|Amado, Roberto
33881|Sabino, Lélia Bruno
33882|Ferrari, Danilo Costa
33883|Cellurale, Luiz Henrique
33884|Diniz, Marise Soares
33885|Tosta, Cintia Gomide
33886|Novokhatsky, Kostiantyn
33887|Larin, Mikhail
33888|Giménez, Luis Alfonso Escolano
33889|Leal, Ana Beatriz
33890|Pereira, Íbis Silva
33891|INSTITUTO BRASILEIRO DE MUSEUS
33892|Oliveira, Arlindo Fernandes
33893|Bernardes, Mellina Motta de Paula
33894|Domarkas, Viktoras
33895|Freitas, Luiz Carlos Santana de
33896|Coelho, Thales Chagas Machado
33897|Magalhães, Flávia Cristina Mascarenhas
33898|Drummond, Maria Claudia
33899|Sousa, Paulo Fernando Mohn e
33900|Cruz, Walesca Borges da Cunha e
33901|Novelli, Ana Lucia Coelho Romero
33902|Cruz, Carlos Eduardo Rodrigues
33903|Amancio, Tunico
33904|Desjardins, Jérémie
33905|Castro, Aloisio Arnaldo Nunes de
33906|Froner, Yacy-Ara
33907|Besser, Howard
33908|Toledo, Franciza Lima
33909|Callol, Milagros Vaillant
33910|Malssen, Kara Van
33911|Espindola, Cláudia
33912|Silva, Ive
33913|COUNCIL OF EUROPE. Committee of Ministers
33914|COUNCIL OF THE EUROPEAN UNION
33915|Bogus, Ricardo Nogueira
33916|Kieffer, Anna Maria
33917|Martini, Paulo R.
33918|Godoi Filho, Joaquim
33919|Arduino, Ricardo G. C.
33920|Silva, Guilherme G.
33921|Barrêtto, Jorge Paes
33922|Medeiros, Guilherme
33923|Xavier, Rômulo
33924|Galvão, Rosa Maria
33925|Castilho, Ana Luisa Howard de
33926|Coelho, Maria José H.
33927|Guerra, Fernando
33928|Lourenço, Alessandra Spitz Guedes Alcoforado
33929|Goldman, Frank
33930|Gonçalves, Leonidas Pires
33931|Lampreia, Luiz Felipe
33932|Silva, Ana Teles da
33933|Finger, Anna
33934|Moraes, Carla Gisele Macedo Santos Martins
33935|Muraro, Carmen
33936|Ribeiro, Silvia Lara
33937|Neiva, Eduardo
33938|Espitaleta De Villegas, Lina
33939|Martínez Cáceres, Elsa
33940|Zuluaga Gómez, José Rodrigo
33941|Almada De Ascencio, Margarita
33942|Rivera Llano, Abelardo
33943|Guzmán Luna, Jaime A.
33944|Torres Pardo, Durley
33945|A. Ovalle, Demetrio
33946|Gallois, Catherine Jacqueline Suzanne
33947|Reis, Daniel
33948|Domingues, Evandro
33949|Silva, Ítala  Byanca Morais da
33950|Cavalcante, Ivana
33951|Kimura, Simone
33952|Brandão, Joseane Paiva
33953|Mendes, Jussara de Moraes
33954|Pinho, Silvia Oliveira Campos de
33955|De Paoli, Paula
33956|Caldeira, Altino Barbosa
33957|Alves, Ana Claudia Lima e
33958|Luz, Luciana Borges
33959|Peña Vera, Tania
33960|Giraldo Lopera, Marta Lucia
33961|López Suarez, Mercedes
33962|Larrañaga, Rubio
33963|Fúster, Yanet
33964|Langelán, Cecilia
33965|Correia, Anna Elizabeth Galvão Coutinho
33966|Palma Peña, Juan Miguel
33967|Lacasagne, Pablo
33968|Marín Agudelo, Sebastián Alejandro
33969|Carolina Giraldo, Diana
33970|Soler Monreal, Concha
33971|Carvalho, Denise Rosário de
33972|Andrade, André Luis dos Santos
33973|Rolim, Fábio Guimarães
33974|Sampaio, Divaldo Rocha
33975|Nascimento, Flávia Brito
33976|Sarquis, Giovanni Blanco
33977|Freire, Maria Emília
33978|Nery, Raquel da Costa
33979|Cardoso, Adauto
33980|Taschner, Suzana Pasternak
33981|Pedlowski, Marcos A.
33982|Marques, Eduardo Cesar
33983|Becker, Bertha K.
33984|Couto, Beatriz
33985|Fernandes, Edésio
33986|Abramo, Pedro
33987|Leonardos, Gabriel Francisco
33988|Barroso, Luís Roberto
33989|Falcão, Joaquim
33990|Nascimento, Luiz Cláudio
33991|Belmonte, Alexandra Angra
33992|Palmisciano, Ana Luísa de Souza Correia de Melo
33993|De Cicco, Maria Cristina
33994|Pires Junior, Paulo Abrão
33995|Perrone-moisés, Claudia
33996|Hollanda, Cristina Buarque de
33997|Batista, Vanessa Oliveira
33998|Boiteaux, Luciana
33999|Tovar Pinzón, Hermes
34000|Roquette, J. I.
34001|Azevedo, Ana Maria de
34002|Santa Cruz, Felipe
34004|Pires, Idália de Sousa Martins
34005|Aleixo, João Romero Chagas
34006|Meirelles, Antonio Chagas
34007|Santos, Márcio
34008|Furtado, José Afonso
34009|Barata, Ana
34010|Nakamuta, Adriana Sanajotti
34011|Bittencourt, Paulo J. S.
34012|Sidekum, Antonio
34013|Chaves, Renan Paiva
34014|Raupp, Fabrício Antonio
34015|Silva, Alex Sander da
34016|Krischke, Paulo
34017|Fernandes, Cintia SanMartim
34018|Raymundo, Luanda dos Santos
34019|Kuhnen, Ariane
34020|Carlos, Francisco Roberto de
34021|Zaniolo, Leandro Osni
34022|Dias, Cristiane Alves
34023|Nuernberg, Denise
34024|Calderon, Leonardo de Azevedo
34025|Silva, Luiz Hildebrando Pereira da
34026|Stábeli, Rodrigo Guerino
34027|Greissing, Ana
34028|Toledo, Renata Ferraz de
34029|Giatti, Leandro Luiz
34030|Pelicioni, Maria Cecília Focesi
34031|Almeida, Arlete Silva de
34032|Vieira, Ima Célia Guimarães
34033|Zaccaria, Silvia
34034|Penalva, Elsa
34035|Fonseca, Maria de Jesus da Conceição Ferreira
34036|Martini, Andréa
34037|Jaminawa, Júlio Raimundo
34038|Santos, Adriana Ramos dos
34039|Trein, Eunice Schilling
34040|Holston, James
34041|Coelho, Marcelo
34042|Carnier Júnior, Plínio
34043|Pires, Pierre André Garcia
34044|Dominguez Gomés, José Andrés
34045|Brunn, Albert Von
34046|Laidler, Christiane Vieira
34047|Mangas, Vera
34048|Ezequiel, Márcio
34049|Lynch, Christian Edward Cyril
34050|Faversani, Fábio
34051|Oliveira, Guilherme Peres de
34052|Cramer, Ronaldo
34053|Damous, Wadih
34054|Carvalho, Cristina Amélia Pereira de
34055|Botelho, Isaura
34056|Oliveira, Maria Carolina Vasconcelos
34057|Simis, Anita
34058|Calazans, Rejane
34059|Ferran, Márcia
34060|Botelho, Angela Vianna
34061|Arruda, Maria Arminda do Nascimento
34062|Pierucci, Antônio Flávio
34063|Sallum Jr., Brasilio
34064|Grun, Roberto
34065|Calazans, Maria Julieta C.
34066|Leite, Siomara B.
34067|Kramer, Sonia
34068|Villardi, Raquel
34069|Soares, Margaret de Carvalho
34070|Cipiniuk, Alberto
34071|Costa, Fernando Dores
34072|Machado, Deise
34073|Valle, Bertha de Borja Reis do
34074|Almeida, Ney Luiz Teixeira de
34075|Pimentel, Marilia
34076|Leal, Maria Cristina
34077|Bahia, Luiz Henrique
34078|Rocha, Marisa Lopes da
34079|Pereira, Yara
34080|Veras, Renato P.
34081|Kabore, Oger
34082|Woakes, Harriet C.
34083|Kim, Jin-Hyong
34084|Császár, Györgyi
34085|Candido, João Carlos
34086|Compaan, Klaas
34087|Hubert, Rainer
34088|Delcourt, Thomas
34089|Ward, Alan
34090|Paim, Rafael
34091|Sebastyen, János
34092|Endermann, León Carl Pieter
34093|Martins, Jader Benuzzi
34094|Sousa, Herbert de
34095|Landim, Leilah
34096|Dowbor, Ladislau
34097|Moura, Anibal
34098|Echeverri, Adriana María Alzate
34099|Florentino, Manolo
34100|Villa, Carlos Eduardo Valencia
34101|Aidar, Gabriela
34102|Cândido, Manuelina Maria Duarte
34103|Storchi, Ceres
34104|Carlos Ricco, Juan
34105|Rocha, Luiz Antônio
34106|Bonavides, Samia Saad Gallotti
34107|Giacoia, Gilberto
34108|Zolandeck, João Carlos Adalberto
34109|Amaral, Carolina R. Gomes do
34110|Serrano Júnior, Odoné
34111|Cruz, Paulo Marcio
34112|Serra, Fábio Luis Ferreira
34113|Souto Maior, Marcel
34114|Cruz, Márcio
34115|Wolff, Haroldo Bernardo da Silva
34116|Lima, José Benjamim de
34117|Souza, Gelson Amaro de
34118|Brega Filho, Vladimir
34119|Torres, Aimbere Francisco
34120|Bertolazo, Ivana Nobre
34121|Dantas, Fernando Antonio de Carvalho
34122|Campos, Walter de Oliveira
34123|Fachin, Luiz Edson
34124|Gomes, Fabiano Maranhão Rodrigues
34125|Santos, Roberto Lima
34126|Ribeiro, Diego Freitas
34127|Figueiredo, Carmen Lúcia Negreiro de
34128|Cambi, Eduardo
34129|Alves, Maria Angélica
34130|Quelhas, Iza
34131|Maciel, Àlvaro dos Santos
34132|Pires, Antônia Crisina de Alencar
34133|Reis, Adacir
34134|Viana, Márcio Túlio
34135|Cruz, Àlvaro Ricardo de Souza
34136|Ciena, Fabiana Polican
34137|Aranão, Adriano
34138|Ismael, Ricardo
34139|Menezes, Waléria
34140|Ceccantini, João Luís Cardoso Tápias
34141|Borba, Francisco S.
34142|Brito, Adilson Junior Ishihara
34143|Cerqueira, Cezar Augusto
34144|Sawyer, Diana
34145|Padilha, Maria Fernanda F. Gatto
34146|Schmitz, Heribert
34147|Viana, Normando José Queiroz
34148|Campos, Luis Henrique Romani de
34149|Pereira, José Maurício
34150|Sousa, Márcio Miceli Maciel de
34151|Marcon, Danieli Cristina
34152|Agostinho, Luis Otávio Vicenzi de
34153|Paula, Paulo Mazzante de
34154|Mazzuoli, Valério de Oliveira
34155|Souza Filho, Gelson Amaro de
34156|Melo, Patrícia Bandeira de
34157|Quinamo, Tarcísio
34158|Vilas Boas, Márcia Cristina Alvater
34159|Arantes, Cláudia Maria Felix de Vico
34160|Lobo, Arthur Mendes
34161|Jesus, Alexandro Silva de
34162|Gomes, Luiz Flávio
34163|Müller, Elaine
34164|França, João Paulo de
34165|Pádua, Karla Cunha
34166|Castro, Raimundo Amorim de
34167|Testa Júnior, Washington Luiz
34168|Alves, Fernando de Brito
34169|Fonseca, Ricardo Marcelo
34170|Alarcón, Pietro
34171|Rosso, Paulo Sérgio
34172|Lima, Janirza (Jana) Cavalvante da Rocha
34173|Brito, Jaime Domingues
34174|Tavares, Maúricio Antunes
34175|Tosta, Sandra Pereira
34176|Maia, Carla Valéria
34177|Avolio, Jelssa Ciardi
34178|Faury, Mára Lucia
34179|Segatto, Antonio Carlos
34180|Carvalho, Rosângela Tenório de
34181|Abate, Leandro de Paula Assunção
34182|Lyra, Maria Rejane Britto
34183|Cortez, Lucili Grangeiro
34184|Gonçalves, Leonardo Augusto
34185|Hazin, Ana lúcia
34186|Morais, Isabela Andrade de Lima
34187|Resendes, José Antonio
34188|Clark, Giovani
34189|Pinto, Edilene Barbosa
34190|Lima, Maria José de Araúlo
34191|Castro, Maria Cecilia de Almeida
34192|Secundino, Marcondes de Araújo
34193|Seidel, Roberto Henrique
34194|Oliveira, Danilo Junior de
34195|Marta, Tais Nader
34196|Silva, Nilson Tadeu Reis Campos
34197|Botelho, Marcos César
34198|Santos, Rafael Amorim
34199|Ântico, Andrea
34200|Silva, Lucas Soares e
34201|Hansen, Thiago Freitas
34202|Alves, Pedro Gonzaga
34203|Rossinholi, Marisa
34204|Siqueira, Dirceu Pereira
34205|Freitas, Paulo Henrique de Souza
34206|Gomes, Edílson Francisco
34207|Santos, Maria Célia T. Moura
34208|Freire, Beatriz Muniz
34209|Hernández Bautista, Mirna
34210|Hernández Carmona, Evaristo
34211|Santana Moreno, Gabino
34212|Pietrani, Anélia
34213|Elias, Norbert
34214|Ventura, Margarida Garcez
34215|Barata, Maria do Rosário Themudo
34216|José, Célia do Carmo
34217|Pinto, Paulo Mendes
34218|Aguilera Murguía, Ramón
34219|Bandeira, Fabiana
34220|Bettamio, Rafaella
34221|Maia, Maria Manuela Alves
34222|Simini, Fabio Villani
34223|Scelza, Maria Fernanda Magalhães
34224|Muniz, Maria Luiza de Castro
34225|Coitinho, Angélica do Carmo
34226|Barcelos, Thatiana Amaral de
34227|Bobadilla, Marco Tulio Álvarez
34228|Fragoso, João
34229|Gouvêa, Maria de Fátima
34230|Schama, Simon
34231|BIBLIA. Latim. 1742
34232|BIBLIA. Latim. 1578
34233|Henriques, João Miguel
34234|Caldas, José
34235|Maciel Filho, Luís Anselmo
34236|Mello, Carlos de Brito e
34237|Ruffato, Luiz
34238|Carvalho, Murilo
34239|Tassis, Christiane
34240|Huyssen, Andreas
34241|Fernandes, José Carlos
34242|Santos, Marcio Renato dos
34243|Novaro, Marcos
34244|Aguiar, Alice
34245|Tadeu, Paulo
34246|Victor, Plínio
34247|Maciel, Jarbas
34248|Berbel, Márcia Regina
34249|Silva, Luiz Geraldo Santos da
34250|Costa, Frederico Lustosa da
34251|Luft, Vlademir José
34252|Goldmeier, Valter Augusto
34253|Oliveira, Cecília Helena de Salles
34254|Hernández López, Juan José
34255|Ramírez Aceves, Merizanda M.C
34256|Souza, Sheila Maria Ferraz Mendonça de
34257|Lopes, José Reinaldo de Lima
34258|Souza Filho, Argemiro Ribeiro de
34259|Souza, Maria Aparecida Silva de
34260|Machado, André Roberto de A.
34261|Medicci, Ana Paula
