cod_autor|nome_completo
2912|Bustamante Alvarez, Tomaz
2913|BRASIL. Secretaria de Patrimônio Histórico e Artístico Nacional
2914|Bullock Jr., Orin M.
2916|Dias, Renato Feliciano
2917|Cabral, Lígia Maria M
2918|Niemeyer, Sérgio T.
2919|Farias, Ignez M. Cordeiro de
2920|BUREAU OF CANADIAN ARCHIVISTS PLANNING COMMITTEE ON DESCRIPTIVE STANDARDS
2921|Azevedo, Paola Cagiano de
2922|Martelli, Margherita
2923|Notorianni, Rita
2924|ARCHIVO GENERAL DE INDIAS (Espanha)
2926|Longis, Gabriella de
2927|ARCHIVO DI STATO DI GENOVA
2928|Harrison, Alice W.
2929|Collister, Edward A.
2930|Willis, R. Ellen
2931|Rodrigues Ochoa, Patrícia
2932|Priego Gomez, Miguel Angel
2933|Pina Cervantes, Janvier
2934|Alday Garcia, Ricardo
2935|Klein, Ana Maria
2937|Sciupac, Jorge E.
2938|Vieira, Marceu
2939|Santos, Volnyr
2940|Flores, Mário Cesar
2941|Vidigal, Armando Amorim Ferreira
2942|Schloegel, Bráulio Maria
2943|Voigt, André Fabiano
2944|Renaux, Maria Luiza
2945|Santos, Armando Alexandre dos
2946|Toledo, Edilene Terezinha
2947|Souza Júnior, José Luíz Foureaux de
2948|Souza, Remy de
2949|Siena, Jane Slate
2950|Levin, Jeffrey
2951|Scheinowitz, Celina de Araújo
2952|Mindlin, José E
2953|Caffarelli, Eugenio Vergara
2954|Costa, Iara Andrade
2955|Guedes, Sandra P. L. de Camargo
2956|Leirner, Piero de Camargo
2958|Rosas, Suzana Cairini
2959|Menezes, José Luíz Mota
2961|Arruti, José Maurício Paiva Andion
2962|Diniz Filho, Luís Lopes
2963|Bessa, Vagner de Carvalho
2965|Linhares, Maria Yedda Leite
2966|Thesse, Ane Marie
2967|Residori, Luciano
2968|Bartolani, M.
2969|Henry, Carol
2970|Pederson, Ann E.
2971|Esking, Andrew H
2972|Barsel, Deborah
2973|Napoleão, Aluízio
2974|Staes, Jacques
2977|Bortolani, M
2978|Castellani, M
2979|ARQUIVO HISTÓRICO MUNICIPAL WASHINGTON LUÍS
2980|Allemand, V.
2981|Bicchieri, Marina
2982|Sahione, Jorge Luíz Cantarelli
2983|ARCHIVES IN THE NETHERLANDS
2984|Broderick, John C.
2985|Barkley Jr., Edmund
2986|Baumann, Roland M
2988|Barroso, Maria Alice
2989|Bahia, Eliana
2990|Cadorin, Jonas
2991|Clement, Charles
2992|CANEGIE INSTITUTION OF WASHINGTON
2994|Carrasco Perra, Sebastian
2995|Mojarro Bayo, Ana Maria
2996|Collin, Hubert
2997|ENCUENTRO NACIONAL DE ARCHIVISTAS
2998|CONGRESS NATIONAL DES ARCHIVISTES FRANÇAIS
2999|Long, Jane
3000|Cardenas Aypoma, Mário
3001|A. Heredia, Edmundo
3002|Capella Riera, Jorge
3003|Morin, Robert P.
3004|Cabrera Bohorquez, Jorge
3005|Brunton, Paul
3006|Robinson, Tim
3007|Bernstein, Barton J.
3008|Berner, Richard C.
3009|Cabrera Bruscheta, Maria Eugênia
3010|Candee, Richard M.
3012|Freitas, Renan Springer de
3013|Lobato, Josefina Pimenta
3014|Luchman, Lígia Helena Hahn
3015|Martins, Ruth B
3017|Mattos, Carlos de Meira
3018|Nunez, Luís Weckmann
3019|Rezek, Francisco
3020|Sampaio Neto, José Augusto Vaz
3021|Saul, Renato Paulo
3022|Leyva, Isidoro Gil
3023|Rodrigues Munoz, José Vicente
3024|Witter, Geraldina Porto
3026|Paixão, Antônio Luiz
3027|Martins, Herbert Toledo
3028|Sapori, Luís Flávio
3029|Arboleda-sepulveda, Orlando
3030|Abreu, Luciano Aronne de
3031|Andrade, Manuel Correia de
3032|Baquero, Marcello
3033|Barata, Alexandre
3034|Bastos, Wilson Lima
3035|Boaventura, Eduardo M
3037|Mira Caballos, Esteban
3038|Cabral, Bernardo
3039|Camargo, Gustavo Correa de
3041|Cavagnari Filho, Geraldo Lesbat
3042|Castro, Cristovão Leite
3043|Ciribelli, Marilda Correa
3044|Ferreira, Antônio Celso
3045|Trevisan, Amélia Franzolin
3047|Diniz, Rafael Eduardo da Silva
3048|Camargo-moro, Fernanda de
3049|Delgado Torres, Nora Alicia
3050|Fernandez Socarras, Ana Isabel
3051|Mendes, José de Castro
3052|Taunay, Affonso d' Escragnolle
3053|Rodriguez Yunta, Luís
3054|Sorli Rojo, Angela
3055|Hamelin, Marcel
3056|Marques, Marília Bernardes
3057|Irene Luque, Elida
3058|Bonazzi, Chantal de
3059|Boppré, Maria Regina
3060|Bradsher, James Gregory
3061|COLUMBIA UNIVERSITY. Centre for Advance Research in Urban and Environmentas AffaiI
3062|Bastos, Aurélio Wander Chaves
3063|Cayetano Martin, Maria del Carmen
3064|Black, Elizabeth
3065|Cruces Blanco, Esther
3066|Cruz Valdes, Reina
3067|Luís Aranda, José
3068|Tellez, Francisco
3069|Berkeley Junior, Edmund
3070|Cunha, George Martin
3071|Cunha, Dorothy Grant
3072|Miranda Crespo, Esperanza
3073|Betz, Elizabeth W.
3074|Brasher, James Gregory
3075|Bernard, Gildas
3076|Baum, Willa K
3078|Camp, Anne Van
3079|COMISSIO DEL SERVEI D'ARXIUS DE NORMES PER LA CLASSIFICACIO DE DOCUMENTACIO MUNI
3080|Gietz, Ricardo A.
3082|Stringher, Ademar
3083|Weurs, Carlos
3084|Sousa, Fernando Ponte de
3085|Avel, Christine
3086|Tréfeu, Thérèse
3087|Carbonell, Charles-Olivier
3088|Cardoso, Alcina Maria de Lara
3089|Araújo, Sílvia Maria Pereira de
3090|Cunha, Carlos
3091|Perez, Reginaldo Teixeira
3092|Daumard, Adeline
3093|Cortes Nava, Ana Maria
3094|Crespo Nogueira, Carmen
3095|Pacifico, Michele F.
3096|Browning, B. L.
3098|Cruz Flores, Jesus
3100|Muniz Barreto, Luíz
3101|Videira, Antônio Augusto Passos
3102|Lewin, Linda
3103|Veca, Eugênio
3104|Weaver, Jack W
3105|Lester, Deegee
3106|Diez Hoyo, Carmen
3107|Martin-montalvo, Casilda
3108|Fainstein-lamuedra, Graciela
3109|Hutter, Lucy Maffei
3110|Pimenta, Daniel
3111|Schwartz, Gilson
3112|Lopes, Miriam Bahia
3114|Stepan, Alfred
3115|Welher, Hans-Ulrich
3116|Théry, Hervé
3117|Oliveira, Amaury Porto de
3118|Impagliazzo, Giancarlo
3119|Tanasi, Maria Teresa
3120|Inojosa, Rose Marie
3121|Bilotta, Sérgio
3122|INTERNATIONAL FEDERATION OF FILM ARCHIVES
3123|Saracevic, Tefko
3125|Eaton, George T.
3126|Pereira, José Flávio
3127|Mei, Eduardo
3133|Mattar, Eliana da Silveira
3134|Borruel Lopez, Enrique
3136|Rodrigues, Ana Lavina
3138|D'alencon, Etienne
3139|Danniels, Maygene F.
3141|Daniel, Floreal
3142|Dapena Limeres, Vicente
3143|Delfin Marquez, Ignácio
3144|Delgado Rannauro, Ana Laura
3145|Delmas, Bruno
3146|Demeleunaere Douyere, Christiane
3147|Densmore, Christopher
3148|Cole, John Young
3149|Desnoyers, Megan Floyd
3150|Bodas I Raset, Joan
3151|Bourlet, Marie-Jose
3153|ARQUIVO PÚBLICO MUNICIPAL
3154|Garcia Paz, Beatriz
3155|Motilva Marti, Carmen
3156|Grillo, Cláudia A.
3157|Ferlin, Romualdo B.
3158|Najera, Aurelio Martin
3159|Gonzalez Quintana, Antônio
3160|Galego Dominguez, Olga
3161|Fredberg, Brigit
3163|Franco Huerta, Eutiquio
3164|Franco, Celina Vargas do Amaral Peixoto Moreira
3165|Fraley, William
3166|Stewart Júnior, Jeffrey R.
3167|Faria, Maria de Fátima
3168|Ribeiro, Anabela
3169|Gonzalez Garcia, Miguel Angel
3171|Havlice, Patrícia Pate
3172|Eichenlaub, Jean Luc
3173|Ehrenberg, Ralph E.
3174|Bernal Diaz, Violeta
3175|Cibeira Badia, Maria Amélia
3176|Mendez Fernandez, José Luís
3177|Bravo, Berta
3178|Favier, Lucie
3179|Feller, Robert L
3180|ESTADOS UNIDOS. War Departament. Adjutant General
3181|Keene, Marcel S.
3182|Jardim, José Maria
3183|Leis, Nilson
3184|Prado, Luiz Carlos Delorme
3185|Solis, Miguel
3186|Cisneros, Luís M. A.
3187|Enriquez, Ana Regina Berwanger
3188|Nagel, Rolf
3189|Riicherter, Eneida Izabel Shirmer
3190|ESTADOS UNIDOS. Internacional Cooperation Administration. Public Administration Di
3191|Fernandez Gil, Pilar
3193|Drazniowisky, Roman
3194|Dwyer, John A
3195|DIRECCION DES ARCHIVES DE FRANCE
3196|DIRECCION GENERAL DEL PATRIMINIO CULTURAL SERVEI D'ARXIUS (Espanha)
3197|Fitch, James Marston
3198|Fontaine, France
3199|Bernhard, Paulette
3200|Figueira, Vera Moreira
3201|FUNDACION FREDERICO GARCIA LORCA, ESPANHA
3202|Horo, Rosa Maria Illan de
3203|Gonzalez Garcia, Sonia
3204|Ducharme, Jacques
3205|Rousseau, Jean Yves
3206|Naud, Gerard
3208|Fonseca, Maria Odila Kahl
3209|Blais, Gabrielle
3210|Enns, David
3211|Garcia Bustelo, Luiz Ortiz
3212|Garcia Perez, Fidencio
3213|Gautier Desvaux, Elisabeth
3214|Grisel, Denis
3215|Generelo Lanaspa, Juan Jose
3217|George Jr., W. Eugene
3219|Gimenez, Emilia
3220|Piera, Sebastian
3221|Gildemeister, Glen A.
3222|Illaire, Martine
3223|Giordana Jimenez, Rosa Estela
3224|Goldstone, Harmon H.
3226|Dolgih, Filip Ivanovic
3227|Miller, Fredric M.
3229|Kreikamp, Hans-Dieter
3230|Macdermaid, Anne
3231|Ermisse, Gerard
3234|Jenn, Jean-Marie
3235|Jimenez De Aberasturi, Juan Carlos
3237|Gomez-llera, Eduardo
3239|Ritzenthaler, Mary Lynn
3240|Joret, Eric
3241|Esposel, José Pedro Pinto
3242|Araujo, Rosalina Correa
3243|Dantas, Antônio Carlos
3244|Michalsski, Gerald P.
3245|Katz, William A.
3246|UNIVERSITY OF Pittsburg.School of Library and Information Science
3247|Kateman, G
3248|Pijpers, F. W.
3249|Keck, Caroline K.
3251|Keck, Sheldon
3252|Keefe, Laurence E.
3253|Inch, Dennis
3255|Martinez, Carme
3256|Kepley, David R.
3257|Keune, Russell V.
3258|Kitching, Christopher
3259|Koel, Ottilia
3260|Kosev, Konstantin
3261|Kraft, Katherine Gray
3262|Engelhart, Anne
3263|Kurtz, Michael J.
3264|Lavedrine, Bertrand
3265|Lazarin Miranda, Federico
3266|Lambert, James
3267|Therrien, Jean Pierre
3268|Leary, William
3269|Leblond, Francois
3271|Andreoli, João Carlos
3272|Lee, Mary Wood
3273|Lamaire, Raymond M.
3274|Gomez Serrano, Jesus
3275|Graccy Ii, David B
3276|Gomez De Valenzuela, Magdalena
3278|Gonzalez Rodriguez, Pedro
3279|Pillar Leon, Rosana Sanches Y
3280|Longas Lacasa, Maria Angeles
3282|Velasco De La Pena, Esperanza
3283|Silva, Antônio Goncalves da
3284|Maclean, Margaret
3285|Masssot, Mireille
3286|Matey Tortuero, Miguel
3287|Mason, Philip P.
3288|Haas, Joan K.
3289|Samuels, Helen Willa
3290|Simons, Barbara Trippel
3291|Hawley, Ellis W.
3292|Hedstrom, Margaret L
3293|Pyens, J.
3294|Pyens-rigo, P.
3295|Martinez Cardenas, Letícia
3296|Martinez Cabanas, Gustavo
3297|Martins, Neire do Rossio
3298|Marquez, Márcia Aparecida
3299|Forti, Maria Aparecida
3300|Cortes Lozano, Benjamin
3301|Beauvalot, Yves
3302|Marquez Carrillo, Jesus
3303|Marechal, Michel
3304|Mantovani, Orietta
3305|Mannino, Lorenzo
3306|Mancev, Krastjo
3307|Malfer, Stefan
3308|Mccarthy Junior, Paul H.
3309|Mccleary, John M.
3310|Mccree, Mary Lynn
3311|Mccue, George
3312|Mcgranery, Regina C.
3313|Mcgrath, Susan
3314|Mcquaide, Rosalie
3315|Meade De Angulo, Mercedes
3316|Medina Ramos, Arturo
3317|Mendez, German Elvira
3318|Mendonza Ortega, José de Jesus
3319|Merlo Juarez, Eduardo
3320|Meyer, Eugenia
3321|Michaels, Peter E.
3322|Milner, John D.
3323|Mikes, Anne-Lise
3324|Molina Avila, Maria Teresa
3325|Mooney, Philip F.
3326|Morales Carmona, Ricardo
3327|Benedict, Karen
3328|Conde Villaverde, Maria Luisa
3329|Machado, Helena Correa
3330|Majewski, Lawrence J.
3331|Morales Castro, Luís
3332|Morales Ledesma, Guadalupe
3333|Moreno Esquivel, Marisela
3334|Morrow, Carolyn Clark
3335|Dyal, Carole
3336|Matus, Todd C.
3337|Mosser, Francoise
3338|Pereira, Antônio Carlos
3339|Moss, William W.
3340|Nelson, Clark W.
3341|Brum, Rosemary Fritsch
3343|Lytle, Richard H
3344|Mut Calafell, Antônio
3345|Urgell Hernandez, Ricardo
3347|Ruchter, Eneida Izabel Shirmer
3349|NATIONAL RESEARCH  COUNCIL
3350|Fonseca, Cláudia
3351|Giorgis, Paula Caleffi
3352|Neirinck, Daniele
3353|Ruiz, Ernesto
3355|Pozzi, Pablo A.
3356|Aita, Carmen Silvia
3357|Centuriao, Luiz Ricardo Michaelsen
3358|Ertzogue, Marina Haizenreder
3359|Fuser, Igor
3360|Hasenbalg, Carlos Alfredo
3361|Ismerio, Clarisse
3362|Knoll, Izabel Cristina
3363|Pacheco Zamudio, Maria del Pilar
3366|Pailhes, Claudine
3368|Paleta Vazquez, Maria del Pilar
3369|Palm, Charles G.
3370|Reed, Dale
3371|Para, Marie-Helene
3373|Parker, Peter J.
3374|Parker, Thomas A.
3375|Pattyn, Christian
3376|Paul, Karen Dawley
3378|Pedraza Alejandro, Francisco Roberto
3379|Peterson, Charles E.
3380|Peretti, Pierre de
3381|Noble, Richard
3382|Muniz, Venceslau
3385|Petillat, Christine
3386|Santos, Theotonio
3387|Phillips, Morgan W.
3388|Marins, Marcos de Afonso
3389|Monteiro, Charles
3390|Nunes, Jose Luiz
3391|Poletto, Dorivaldo Walmor
3392|Reickziegel, Ana Luiza Setti
3393|Ribeiro, Paula Simon
3394|Sapiro, Clary Milnitsky
3396|Silva Junior, Adhemar Lourenço da
3397|Silveira, Helder Gordim da
3398|Simoes, Rodrigo Lemos
3399|Constantino, Núncia Maria Santoro de
3400|Sparti, Sonia Chebel Mercado
3401|Soares, Maura
3402|Somarriba, Merces
3403|Toer, Mario
3404|Gorlier, Juan Carlos
3406|Bernate, German
3407|Philippot, Paul
3409|Piggott, Michael
3410|Plunkett, E. R.
3412|Hickerson, H. Thomas
3413|O'toole, James M.
3414|Poncin, Philippe
3415|Porhel, Jean Luc
3416|Puto, Arben
3417|Murzaku, Thomas
3418|Pulido Reyes, Angela
3421|Price, Lois Olcott
3422|Connally, Ernest Allen
3424|Colin Sanchez, Mayolo
3426|Cook, Blanche Wiesen
3427|Procter, Margaret
3428|Heredero Berzosa, Mercedes
3430|Hinchey, Sandra
3431|Mc Causland, Sigrid
3432|Henderson, James W
3433|Hernandez Fujigaki, Gloria
3434|Herault, Marie France
3435|Hewlett, Richard G.
3437|Holbert, Sue E.
3438|Holland, Sarah D.
3439|Hosmer Jr., Charles B.
3440|Hunter, Dard
3441|Diaz Escarraga, Heliodoro
3442|Horder, Alan
3444|Guerrero Del Castillo, Eduardo
3445|Guerin-brot, Isabelle
3447|Fernandez Gomez, Marcos
3448|Green, Adam
3449|Gutierrez Del Olmo, Jose Felix Alonso
3450|Hamby, Alonso L.
3451|GROUPE CONSULTATIF SUR LES ARCHIVES CANADIENNES
3452|GRUPO DE ARCHIVEROS MUNICIPALES DE MADRID
3453|PUBLIC ARCHIVES CANADA. Records Management and Micrographic Systems Division. Re
3454|Lucio Fernandez, Maria Jesus
3455|Lukac, Dusan
3456|Kolish, Evelyn
3457|Macneil, Heather
3458|Finkenzeller, Cristina Uson
3459|Rosseau, Jean Ves
3460|Roy, Madeleine
3461|Oetting, Edward C.
3462|Rosenthal, Robert
3463|Oakes, Kathleen
3464|Mccausland, Sigrid
3466|Olague, Juan Manuel
3467|Diaz Vazquez, Beatriz
3468|Martinez Garcia, Luis
3469|Sanchez Quinteiro, Cristina
3470|ESTADOS UNIDOS. State Education Departament
3471|Firmino, Eliane Correa
3474|FRANCA. Ministere de la Culture. Direction de l'Administration Generale. Sours d
3475|Frier, P. l
3477|Baptista, Fernando Paulo Nunes
3478|Maia, Florestan J.
3479|MUSEU IMPERIAL
3480|Ackermann, Fritz Louis
3481|BRASIL. Congresso. Câmara dos Deputados
3482|CONFEDERACAO BRASILEIRA DE RADIODIFUSAO
3483|Freitas, Rodoval Costa Couto
3484|Freire, J. J. da Silva
3485|Lamartine, Juvenal
3486|Quadros, Consuelo Novais S. de
3487|Ruiz, Roberto
3488|Albuquerque, Teresa Helena Cicco de
3489|BRASIL. Departamento de Imprensa Nacional
3490|BRASIL. Ministério do Interior. Sudeco
3493|Tigre, Carlos Bastos
3494|Domingues, Luiz
3496|Faraco, Daniel
3497|BRASIL. Supremo Tribunal Federal
3498|Nabuco, Maurício
3499|Sales, Valeria
3500|Holanda, Antonio Nilson Craveiro
3501|Correa, Arlindo Lopes
3502|BRASIL. Ministério da Educação e Cultura
3503|Camargo, Maria Thereza L. de Arruda
3504|Mota, Francisco Assis Sousa
3505|CENTRO NACIONAL DE REFERENCIA CULTURAL
3506|Araujo, Maria do Carmo Ribeiro
3508|BRASIL. Ministério da Justiça. Biblioteca
3509|Avellar, Maria Angelica Braga de
3510|PARTIDO REPUBLICANO CONSERVADOR
3511|Machado, Leony de Oliveira
3513|Fonseca, Cesar da
3515|IMPERIAL COLLEGIO D. PEDRO II E GYMNASIO NACIONAL
3516|Fontenelle, Luis Fernando Raposo
3517|Velloso, João Paulo dos Reis
3518|CONSELHO DE DESENVOLVIMENTO  SOCIAL
3519|BANCO DO BRASIL
3520|BRASIL. Ministério da Justiça
3521|Thibau, Mauro
3522|Lima, Everaldo Dayrell de
3523|Monteiro, Maria Eleusis de Alencar
3524|BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO (Brasil)
3526|Reis, Mauricio Rangel
3527|BRASIL. Ministério da Marinha
3528|Locard, Edmond
3530|Pessoa, Jose da Silva
3532|Turner, Henrique
3533|Farah, Benjamin
3535|Correa, Fernando de Aquino
3536|Soares, Teixeira
3537|BRASIL. Ministério do Planejamento e Coordenação Geral
3538|Passos, Claribalte
3540|CONSELHO DE DESENVOLVIMENTO ECONOMICO
3541|Guimarães, W. L. de Castro
3543|Santos, Carlos
3545|Oliveira, Regina Maria Soares
3546|Carneiro, Joaquim Osterne
3547|Lobo, Bruno Álvares da Silva
3548|ESCOLA MILITAR DO REALENGO
3551|BRASIL. Assessoria de Relações Públicas da Presidência da República
3553|Folha, Maria Helena de Amorim
3554|Vasconcellos, Alfredo Fertin de
3555|Ottoni Netto, Theophilo Benedicto
3557|Madruga, Manoel
3558|Cruz, Walter Monte da
3561|Lacerda, Gabriel
3562|Froes, Carlos Henrique
3563|Lyra, Augusto Tavares de
3565|Lacerda, Mauricio Caminha de
3566|Castro Junior, Antônio Joaquim Peixoto de
3567|Gemal, Jose Alberto
3568|Seelenberger, Sergio H.
3569|Hicks, James
3571|Lutz, Bertha Maria Julia
3573|Borja, Celio
3574|PROGRAMA NACIONAL DE DESBUROCRATIZACAO
3578|BRASIL. Ministério do Exército
3580|Monteiro, Fernando
3581|Ponte, Marlene Magalhaes da
3584|Carvalho, Otamar de
3585|Martine, George
3586|Leite, Costa
3587|Holanda, Nilson
3589|Menezes, Euripedes Cardoso de
3590|Scavarda, Levy
3591|Gurgel, José Jarbas Studart
3592|Vianna Filho, Luiz
3594|Prieto, Arnaldo
3595|ASSOCIAÇÃO DOS DIPLOMADOS DA ESCOLA SUPERIOR DE GUERRA
3596|Sena, Consuelo Pondé de
3597|Flores, Murilo Xavier
3599|CENTRO LATINO-AMERICANO DE PESQUISAS EM CIÊNCIAS SOCIAIS (Rio de Janeiro, RJ)
3601|UNIVERSIDADE FEDERAL FLUMINENSE
3602|CENTRO FEDERAL DE EDUDACAO TECNOLOGICA DO PARANA
3604|UNIVERSIDADE FEDERAL DE MINAS GERAIS
3605|ESCOLA SUPERIOR DE GUERRA. Departamento de estudos
3606|Silva, Jose de Moura e
3607|MUSEU DA FAZENDA FEDERAL
3608|UNIVERSIDADE FEDERAL DO ESPIRITO SANTO
3609|Feio, Jose Lacerda de Araujo
3610|Costa, Didio Iratim Affonso da
3611|Prado, F. Siliveira do
3613|Dantas Junior, João de Costa Pinto
3615|Viana, Gilney
3617|Vazquez Ramirez, Juan Florian
3619|Gallardo, Jose Ricardo
3620|Mello, Humberto
3621|ENCONTRO DE PÓS-GRADUACAO EM HISTÓRIA
3622|Gabeira, Luiz Gabriel
3624|Garcez, Angelina Nobre Rolim
3625|Salvador I Vinyes, Ramon
3626|Fuents I Gaso, Manuel M
3627|ARXIU NACIONAL DE CATALUNYA
3632|Aragão, Ronaldo
3633|BRASIL. Assembléia Nacional Constituinte
3634|BRASIL. Congresso. Senado Federal
3635|Figueiredo, Luciano Raposo de Almeida
3636|Ponde, Francisco de Paula e Azevedo
3638|Caminha, Henrick Marques
3639|Monteiro, Jose Maria Rodrigues
3640|Teixeira, Thereza Maria Cesar
3641|Maciel, Eliane
3643|Williams, Edwin E.
3644|Hexsel, Eloisa Maria Peiruque
3645|Vigevani, Tullo
3646|Lourenço, Maria Cecília França
3647|Martins, José Eduardo
3648|Barros, Benedicto Ferri de
3649|Dantas, Luiz
3650|Prado, Decio de Almeida
3651|Carvalho, Gilmar de
3652|Santos, Lucivan dos
3653|Covizzi, Lenira Marques
3654|Sampaio, Maria Ruth Amaral de
3656|Custódio, M. A.
3657|Hilsdorf, Maria Lúcia Spedo
3658|Rodrigues, Jaime
3660|Shiro, Flavio
3662|Nogueira, Arlinda Rocha
3664|Pedierro Valdes, Olga M.
3666|Balboa Navarro, Imilay
3668|Diniz, Renato de Oliveira
3670|Vianna, Luiz Werneck
3671|Sigaud, Lygia
3672|Guanabara, Ricardo
3673|Adorno, Sérgio
3674|Junqueira, Eliane Botelho
3675|Carvalho, José Murilo de
3676|Hermet, Guy
3678|Montecinos, Jorge Lorenzo Valenzuela
3679|Saraiva, José Drumond
3680|Moraes, João C. K. Quartim de
3682|Assis, J. Carlos de
3683|Zaverucha, Jorge
3684|Lessa, Renato
3685|Czerina, Dina
3686|Faria, Lina Rodrigues
3687|Brito, Nara Azevedo de
3688|Souza, João Morais
3689|Ferreira, Antonio Luiz
3690|Dias, Adriano Batista
3691|Barreto, Túlio Velho
3692|Zago, Nader
3693|Menezes, Mozart Vergetti de
3694|Patrício, Maria Cecília
3695|Silva, Eduardo Galdino da
3696|Fernandes, Telma Dias
3697|Chaves, Gislaine da Nobrega
3698|Dias, Margarida Maria Santos
3700|Pinheiro, Antonio Carlos Ferreira
3702|Priori, Angelo
3703|Telarolli Junior, Rodolpho
3705|Freitas, Adriana Gomes de
3707|Tedeschi, Armando
3708|Cortes, Veronica Patricia Aravena
3709|Carvalho, Denise
3710|Berthold, Zilly
3711|Fortes, Alexandre
3712|Rodrigues, Marly
3713|Brefe, Ana Claudia Fonseca
3714|Souza, Marcia Teixeira de
3719|Barreto, Alvaro
3720|Rodeghero, Carla Simone
3721|CONSELHO FEDERAL DO SERVIÇO PÚBLICO CIVIL
3726|Farhat, Said
3729|Figueiredo, João Batista de Oliveira
3730|Lafreve, José Eugênio Branco
3731|Matiello, José Braz
3732|Doria, Juvenal Osorio de Araujo
3733|D'antonio, Alvaro Machado
3736|INSTITUTO BRASILEIRO DO CAFÉ
3737|FAO
3738|Almeida, Saulo Roque de
3739|Carneiro, Alfredo Gomes
3740|Senna, José Rodrigues
3741|Viana, Arizio de
3742|Cabral, Oswaldo Rodrigues
3743|Freire, Carlos Augusto da Rocha
3744|Garcia De Benedictis, Ana Virginia
3745|Leis, Hector Ricardo
3746|Raitz, Tania
3749|BRASIL. Presidência da República
3751|Montiel, Rosane
3752|BRASIL. Secretaria de Projetos Especiais
3753|Ismael Quiles, R. P.
3756|Baser, Willy
3757|Matos, Maria Izilda Santos de
3758|Silva, Cyro Rafael Monteiro da
3761|Sandano, Wilson
3762|Thut, Roberto
3763|Otavio, Benedito
3768|Daunt, Ricardo Gumbleton
3770|Magro, Omar Simões
3771|Silveira, Italia Falceta da
3773|Barbuy, Heloisa
3774|Almeida, Adilson Jose de
3775|Oliveira, Cecilia Helena Lorenzini de Salles
3776|Mueller, Edison
3777|Bittencourt, Carlos Alberto Lucio
3778|Vargas, Getulio Dornelles
3779|Aragão, João Guilherme de
3782|BRASIL. Departamento Administrativo do Pessoal Civil
3787|Lima, Tania Andrade
3789|FUNDAÇÃO INSTITUTO DE PESQUISAS ECONÔMICAS E SOCIAIS
3790|Dain, Phyllis
3793|Pires, Walter
3794|MUSEU IMPERIAL. Arquivo Histórico
3795|ARQUIVO PUBLICO DE SERGIPE
3798|Sarney, Jose
3799|Fonseca, Maximiano Eduardo da Silva
3800|Pereira, Maristela Silva
3801|Pessoa Sobrinho, Eduardo Pinto
3802|Pacheco, Carlos
3804|FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO
3805|ARQUIVO PÚBLICO DA CIDADE DE ARACAJÚ
3809|ARQUIVO HISTÓRICO ULTRAMARINO (Portugal)
3810|Lodi, Nilce Aparecida
3811|MUSEU DE ARTE DE SÃO PAULO ASSIS CHATEAUBRIAND
3813|Sousa, Maria Cecilia Guerreiro de
3815|Santos, Rosina Bahia Alice Carvalho dos
3816|Mendes, Murilo Monteiro
3821|Souza, Edio
3822|Santos Filho, Walter
3824|Santos, Francisco Agenor de Noronha
3825|UNIVERSIDADE FEDERAL DE SERGIPE
3828|SENAI. São Paulo
3830|Pereira, Mauricio Broinizi
3831|Caldas, Geraldo Coni
3832|Osorio, Helen
3835|Wald, Arnoldo
3836|Zenha, Edmundo
3837|Pitanguy, Jacqueline
3838|Pereira, Fernando Jasmins
3839|Alves, Aparecida Lourdes
3840|Barros, Lidia Mayrink
3841|Biffi, Eliana Faria A.
3842|Balbino, Carmen Lucia Figueira
3843|Mendes, Maria Aparecida Teixeira
3845|Tarifa, Neiva Flavia de Oliveira
3846|Floresta, Clercia
3850|Lopereato, Christina Da Silva Roquette
3851|Silva, Otavio Barros da
3852|Fetter Junior, Adolfo Antonio
3853|Couto Sobrinho, Fausto
3856|Pra, Jussara Reis
3857|Gonzaga, Rosalia P.
3858|Souza, Cecilia de Mello e
3859|Poli, Gabriella Cagliari
3860|Sable, Martin Howard
3861|Salabarria Abrahan, Maria Berarda
3863|Samways, Richard
3864|Sanches, Marie
3865|Santoni, Piero
3866|Santos, Joel Abilio Pinto dos
3867|Santos, Zeny Duarte de Miranda Magalhaes dos
3868|San Vicente Tello, Victoria
3870|Sarmiento Rea, Leopoldo
3872|Sayre, Eduward V.
3873|Schiff, Judith Ann
3875|Schmith, Frantz
3876|Scholfield, Ethel E.
3877|Schwartz, Julia
3878|Schwirtlich, Anne Marie
3879|Bellviken, Gunnel
3880|Scorrano, Mauro
3883|Sentilhes, Armelle
3884|Serrano Rivas, Andres
3885|Barbachano San-millan, Pedro
3886|Shatzkin, Leonard
3887|Rojo, Raul Enrique
3888|Souza, Velso Carlos de
3891|Huelmo, Teresa Fittipaldi
3892|Dirksen, Valberto
3893|Mallmann, Maria Izabel
3894|Thibodeau, Sharon Gibbs
3898|Mueller, Suzana Pinheiro Machado
3899|Lima, Gercina Ângela Borém de Oliveira
3901|Nieto Lopez, Eduardo
3902|Rendon Giraldo, Nora Elena
3903|Thomas, Josehh J.
3904|Marin, Luis M.
3905|Thompson, Enid T.
3906|Grassi, Roberto
3907|Perani, Mauro
3908|Lago, Luciana Corrêa do
3909|Pechman, Robert Moses
3911|Thomson, Gary
